BCN,Extension,BudgetCenter,Year,Month,Model,POC,SerialNumber,Type,BeginRead,EndRead,Volume,Credits,Debits,UncollectedReason,Source,Comments,Date,ConnectedStatus,Reason
7166976,1,S178,2019,November,,,XKP552785,TotalColorImpressions,41916,41916,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP552785,TotalBlackImpressions,914574,914574,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP551904,TotalBlackImpressions,450054,454141,4087,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP551904,TotalColorImpressions,1604,1700,96,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP539642,TotalColorImpressions,116266,125452,9186,,,,Tactical,High volume confirmed in DDCL 10/23,43755.86808,,
7166976,1,S178,2019,November,,,XKP539452,TotalColorImpressions,45097,45097,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP539452,TotalBlackImpressions,486589,486589,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,AE7150071,TotalBlackImpressions,30658,30658,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP537681,TotalColorImpressions,3906,3906,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP537681,TotalBlackImpressions,117906,117906,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP537085,TotalColorImpressions,97018,97018,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP537085,TotalBlackImpressions,475041,475041,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP536830,TotalColorImpressions,30948,31780,832,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP536830,TotalBlackImpressions,577507,583127,5620,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP536449,TotalColorImpressions,206356,206356,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP536449,TotalBlackImpressions,1205172,1205172,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP557572,TotalBlackImpressions,841734,855316,13582,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP557572,TotalColorImpressions,89388,92120,2732,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP557962,TotalColorImpressions,96602,97067,465,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP557656,TotalColorImpressions,45208,46174,966,,,,Tactical,High volume confirmed in DDCL 10/23,43755.41095,,
7166976,1,S178,2019,November,,,XKP552186,TotalColorImpressions,75754,79901,4147,,,,DDCL,,43760,,
7166976,1,S178,2019,November,,,XKP557929,TotalColorImpressions,84546,92806,8260,,,,Tactical,High volume confirmed in DDCL 10/23,43755.41191,,
7166976,1,S178,2019,November,,,XKP557929,TotalBlackImpressions,591382,635538,44156,,,,Tactical,High volume confirmed in DDCL 10/23,43755.41191,,
7166976,1,S178,2019,November,,,PBB024202,TotalBlackImpressions,265770,265770,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP533896,TotalBlackImpressions,1168764,1249261,80497,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP533896,TotalColorImpressions,331892,360196,28304,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP533997,TotalColorImpressions,5268,5268,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP527824,TotalColorImpressions,113616,113616,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP527824,TotalBlackImpressions,896709,896709,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP534377,TotalColorImpressions,171360,171360,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP557962,TotalBlackImpressions,1065624,1071106,5482,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP064867,TotalColorImpressions,19452,19452,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP064867,TotalBlackImpressions,641819,641819,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP551999,TotalColorImpressions,33050,33050,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP551999,TotalBlackImpressions,555896,555896,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP552186,TotalBlackImpressions,563965,663671,99706,,,,DDCL,,43760,,
7166976,1,S178,2019,November,,,XKP535850,TotalBlackImpressions,744239,744239,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP536999,TotalBlackImpressions,918380,918380,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30 Resolved by the system 10/30,43768,,
7166976,1,S178,2019,November,,,XKP535175,TotalColorImpressions,3201,3311,110,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP535175,TotalBlackImpressions,149518,162623,13105,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP535205,TotalColorImpressions,123418,123418,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP535205,TotalBlackImpressions,967661,967661,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP537222,TotalColorImpressions,127240,127701,461,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP539285,TotalColorImpressions,34467,34467,0,,,"Not in use, confirmed in System",0,Zero volume confirmed in DDCL 10/23,43755.41264,,
7166976,1,S178,2019,November,,,XKP543178,TotalBlackImpressions,235383,235383,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP534352,TotalColorImpressions,20897,22478,1581,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP534352,TotalBlackImpressions,683376,695527,12151,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP543323,TotalColorImpressions,30904,30904,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP543323,TotalBlackImpressions,205980,205980,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP539887,TotalColorImpressions,15081,15081,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP539887,TotalBlackImpressions,412189,412189,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP543202,TotalColorImpressions,99469,101010,1541,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP543202,TotalBlackImpressions,1203141,1213141,10000,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP534377,TotalBlackImpressions,769553,769553,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP538637,TotalColorImpressions,161449,163560,2111,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP538637,TotalBlackImpressions,1617279,1633817,16538,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP542887,TotalColorImpressions,15090,18636,3546,,,,Tactical,High volume confirmed in DDCL 10/23 Resolved by the system 10/30,43755.41341,,
7166976,1,S178,2019,November,,,XKP540675,TotalBlackImpressions,849701,849701,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP543169,TotalColorImpressions,52128,53051,923,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP543169,TotalBlackImpressions,776799,785971,9172,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP542893,TotalColorImpressions,63041,63041,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP542893,TotalBlackImpressions,559239,559239,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP542948,TotalColorImpressions,42071,42071,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP542948,TotalBlackImpressions,527784,527784,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP540695,TotalColorImpressions,515924,515924,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP544669,TotalBlackImpressions,1338850,1346851,8001,,,,DDCL,,43761,,
7166976,1,S178,2019,November,,,XKP539120,TotalColorImpressions,99151,99151,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP539120,TotalBlackImpressions,461975,461975,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP539873,TotalColorImpressions,182686,190805,8119,,,,Tactical,High volume confirmed in DDCL 10/23,43755.40855,,
7166976,1,S178,2019,November,,,XKP539873,TotalBlackImpressions,1380271,1432969,52698,,,,Tactical,High volume confirmed in DDCL 10/23,43755.40855,,
7166976,1,S178,2019,November,,,XKP535973,TotalColorImpressions,93685,93685,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP535973,TotalBlackImpressions,605289,605289,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP537284,TotalColorImpressions,75912,75912,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP537284,TotalBlackImpressions,429892,429892,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP552538,TotalColorImpressions,249274,252216,2942,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP552538,TotalBlackImpressions,1195198,1208510,13312,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP537316,TotalBlackImpressions,707854,711514,3660,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP540358,TotalColorImpressions,21088,21088,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP540358,TotalBlackImpressions,485490,485490,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP540651,TotalColorImpressions,152785,152785,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP540651,TotalBlackImpressions,103306,103306,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP540551,TotalColorImpressions,96624,101998,5374,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP540551,TotalBlackImpressions,864795,876660,11865,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP538484,TotalColorImpressions,19142,24008,4866,,,,Tactical,High volume confirmed in DDCL 10/23,43755.41053,,
7166976,1,S178,2019,November,,,XKP537939,TotalBlackImpressions,609853,652837,42984,,,,Tactical,High volume confirmed in DDCL 10/23,43755.41289,,
7166976,1,S178,2019,November,,,XKP540695,TotalBlackImpressions,425442,425442,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP542855,TotalColorImpressions,34704,34704,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP542855,TotalBlackImpressions,1018210,1018210,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP533722,TotalColorImpressions,48919,48919,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP533722,TotalBlackImpressions,200033,200033,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP533820,TotalBlackImpressions,570794,575207,4413,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP533852,TotalColorImpressions,3786,3786,0,,,"Not in use, confirmed in System",0,Zero volume confirmed in DDCL 10/23,43755.41315,,
7166976,1,S178,2019,November,,,XKP534526,TotalColorImpressions,17777,17777,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP543054,TotalColorImpressions,358410,363317,4907,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP540646,TotalColorImpressions,79012,79012,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP540646,TotalBlackImpressions,393702,393702,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP541347,TotalBlackImpressions,518528,518528,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP535614,TotalBlackImpressions,787874,798030,10156,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP535866,TotalColorImpressions,124993,124993,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP535866,TotalBlackImpressions,992968,992968,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP535883,TotalColorImpressions,27291,27642,351,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP535883,TotalBlackImpressions,888976,897077,8101,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP538994,TotalColorImpressions,175506,175506,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP538994,TotalBlackImpressions,1113974,1113974,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP539680,TotalColorImpressions,43297,43297,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP539680,TotalBlackImpressions,569831,569831,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP536925,TotalBlackImpressions,447933,454113,6180,,,,Tactical,High volume confirmed in DDCL 10/23,43744.37515,,
7166976,1,S178,2019,November,,,XKP539316,TotalColorImpressions,99537,99537,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP537204,TotalColorImpressions,74111,74111,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP539518,TotalBlackImpressions,685094,685094,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP536322,TotalBlackImpressions,1178234,1178234,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP534729,TotalColorImpressions,67056,78669,11613,,,,Tactical,High volume confirmed in DDCL 10/23,43755.41681,,
7166976,1,S178,2019,November,,,XKP534729,TotalBlackImpressions,1139131,1405226,266095,,,,Tactical,High volume confirmed in DDCL 10/23,43755.41681,,
7166976,1,S178,2019,November,,,XKP537193,TotalColorImpressions,105650,105650,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP537193,TotalBlackImpressions,445462,445462,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,AE7147794,TotalBlackImpressions,98746,98746,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKK396809,TotalColorImpressions,258829,266881,8052,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKK396809,TotalBlackImpressions,1642220,1657971,15751,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKK400508,TotalBlackImpressions,1179755,1194934,15179,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP527759,TotalColorImpressions,21811,21811,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP532996,TotalColorImpressions,136231,139951,3720,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,AE7147791,TotalBlackImpressions,19956,19956,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,AE7150507,TotalBlackImpressions,20563,20563,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP543193,TotalBlackImpressions,523047,523047,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP543183,TotalColorImpressions,17625,17625,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP541347,TotalColorImpressions,11258,11258,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP541731,TotalColorImpressions,14877,17012,2135,,,,Tactical,High volume confirmed in DDCL 10/23,43756.0785,,
7166976,1,S178,2019,November,,,XKP541731,TotalBlackImpressions,137171,139059,1888,,,,Tactical,High volume confirmed in DDCL 10/23,43756.0785,,
7166976,1,S178,2019,November,,,XKP539550,TotalColorImpressions,210086,210086,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP539550,TotalBlackImpressions,1183697,1183697,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP536990,TotalColorImpressions,158600,158708,108,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP536990,TotalBlackImpressions,1055394,1063038,7644,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP535171,TotalColorImpressions,67150,67150,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP534770,TotalColorImpressions,117926,117926,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP534770,TotalBlackImpressions,1223887,1223887,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP536999,TotalColorImpressions,147280,147280,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP544650,TotalColorImpressions,222876,226098,3222,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP545954,TotalBlackImpressions,782495,792283,9788,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP543293,TotalColorImpressions,28448,28448,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP535740,TotalColorImpressions,247151,249656,2505,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP537524,TotalColorImpressions,572176,572176,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP537524,TotalBlackImpressions,1247619,1247619,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP535957,TotalColorImpressions,13388,14308,920,,,,DDCL,,43761,,
7166976,1,S178,2019,November,,,AE7147477,TotalBlackImpressions,41217,41217,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,AE7149860,TotalBlackImpressions,18146,18146,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP538551,TotalColorImpressions,49175,49366,191,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP538551,TotalBlackImpressions,892685,899503,6818,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP538467,TotalColorImpressions,70826,70826,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP534704,TotalColorImpressions,291929,291929,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP541691,TotalColorImpressions,203956,208336,4380,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP543183,TotalBlackImpressions,219911,219911,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP543293,TotalBlackImpressions,174309,174309,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP543348,TotalColorImpressions,303952,307666,3714,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP543348,TotalBlackImpressions,1042898,1050390,7492,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP541384,TotalColorImpressions,65592,65592,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP539889,TotalColorImpressions,141821,141821,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP541384,TotalBlackImpressions,765877,765877,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP539889,TotalBlackImpressions,621521,621521,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP557673,TotalBlackImpressions,431316,431316,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP557673,TotalColorImpressions,49475,49475,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP543361,TotalColorImpressions,111588,111588,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP543361,TotalBlackImpressions,874380,874380,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP540692,TotalColorImpressions,39606,39606,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP546197,TotalColorImpressions,81581,81581,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP537087,TotalColorImpressions,121893,122587,694,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP537087,TotalBlackImpressions,882419,887489,5070,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,AE7147655,TotalBlackImpressions,126472,126472,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP543054,TotalBlackImpressions,1379415,1391310,11895,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP542998,TotalColorImpressions,4924,4979,55,,,,Tactical,High volume confirmed in DDCL 10/23,43755.41286,,
7166976,1,S178,2019,November,,,XKP534883,TotalBlackImpressions,882325,896333,14008,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP537321,TotalColorImpressions,98400,99472,1072,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP526060,TotalColorImpressions,153896,155100,1204,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP526527,TotalColorImpressions,37789,37789,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP526527,TotalBlackImpressions,844752,844752,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP534338,TotalColorImpressions,94309,94309,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP534338,TotalBlackImpressions,863058,863058,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP531183,TotalColorImpressions,128940,130715,1775,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP531183,TotalBlackImpressions,974496,981427,6931,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP540612,TotalColorImpressions,19816,19816,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP540612,TotalBlackImpressions,454339,454339,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP557763,TotalColorImpressions,93589,93589,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP557763,TotalBlackImpressions,881904,881904,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP535746,TotalColorImpressions,106326,106326,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP535746,TotalBlackImpressions,449591,449591,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP535587,TotalColorImpressions,4116,4116,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP535587,TotalBlackImpressions,476589,477139,550,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP536301,TotalColorImpressions,227402,235248,7846,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP546197,TotalBlackImpressions,823093,823093,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP533950,TotalColorImpressions,259845,261117,1272,,,,DDCL,,43761,,
7166976,1,S178,2019,November,,,XKP533950,TotalBlackImpressions,985351,986669,1318,,,,DDCL,,43761,,
7166976,1,S178,2019,November,,,XKP533873,TotalColorImpressions,105138,105138,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP533873,TotalBlackImpressions,373126,373126,0,,,No POC available,,Not in sources / IMP1 active / No POC available 10/30,43768,,
7166976,1,S178,2019,November,,,XKP527881,TotalColorImpressions,151525,154429,2904,,,,MBR/XSM/XRM,,43761,,
7166976,1,S178,2019,November,,,XKP527881,TotalBlackImpressions,665646,671387,5741,,,,MBR/XSM/XRM,,43761,,
