BCN,Extension,BudgetCenter,Year,Month,Model,POC,SerialNumber,Type,BeginRead,EndRead,Volume,Credits,Debits,UncollectedReason,Source,Comments,Date,ConnectedStatus,Reason
7166976,1,S178,2019,December,,,XKP537211,TotalColorImpressions,23333,24269,936,,,,Tactical,High volume confirmed in DDCL 11/21,43785.41376,,
7166976,1,S178,2019,December,,,XKP548027,TotalBlackImpressions,1233256,1233256,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP548027,TotalColorImpressions,142978,142978,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP547737,TotalBlackImpressions,1000775,1000775,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP547737,TotalColorImpressions,114628,114628,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP550660,TotalBlackImpressions,63636,63636,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP538467,TotalBlackImpressions,437225,437225,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP551904,TotalBlackImpressions,454141,458523,4382,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP551904,TotalColorImpressions,1700,1742,42,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP552785,TotalBlackImpressions,914574,914574,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP552785,TotalColorImpressions,41916,41916,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP557428,TotalBlackImpressions,329725,329725,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP557428,TotalColorImpressions,8763,8763,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP557763,TotalBlackImpressions,881904,881904,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP557763,TotalColorImpressions,93589,93589,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP557673,TotalBlackImpressions,431316,431316,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP534625,TotalColorImpressions,73436,79326,5890,,,,Tactical,High volume confirmed in DDCL 11/21,43772.48907,,
7166976,1,S178,2019,December,,,XKP527806,TotalBlackImpressions,1617179,1626067,8888,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP527806,TotalColorImpressions,143313,143888,575,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP536898,TotalBlackImpressions,1779051,1797075,18024,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP536898,TotalColorImpressions,301424,303619,2195,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKK398912,TotalBlackImpressions,1484383,1484383,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKK398912,TotalColorImpressions,89959,89959,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP551484,TotalBlackImpressions,1426135,1440926,14791,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP551484,TotalColorImpressions,273868,277020,3152,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP551125,TotalBlackImpressions,949918,949918,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP551125,TotalColorImpressions,347926,347926,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP557647,TotalBlackImpressions,565396,569621,4225,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP557647,TotalColorImpressions,17328,17625,297,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP544650,TotalBlackImpressions,1210661,1224646,13985,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP544650,TotalColorImpressions,226098,228740,2642,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP557962,TotalBlackImpressions,1071106,1071106,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP557962,TotalColorImpressions,97067,97067,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP557572,TotalBlackImpressions,855316,864107,8791,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP557572,TotalColorImpressions,92120,94386,2266,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP557525,TotalBlackImpressions,898625,911109,12484,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP557525,TotalColorImpressions,122816,124398,1582,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP557196,TotalBlackImpressions,1178644,1178644,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP557196,TotalColorImpressions,181638,181638,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP541184,TotalBlackImpressions,708787,708787,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP541184,TotalColorImpressions,40287,40287,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP533611,TotalBlackImpressions,1188496,1188496,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP533611,TotalColorImpressions,222596,222596,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,AE7147458,TotalBlackImpressions,46262,46262,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP530077,TotalBlackImpressions,417915,417915,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP530077,TotalColorImpressions,19962,19962,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP543115,TotalBlackImpressions,577474,588227,10753,,,,Tactical,High volume confirmed in DDCL 11/21,43785.40707,,
7166976,1,S178,2019,December,,,XKP064867,TotalBlackImpressions,641819,641819,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP064867,TotalColorImpressions,19452,19452,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,VMA558766,TotalImpressions,20167,20167,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP543115,TotalColorImpressions,7978,8118,140,,,,Tactical,High volume confirmed in DDCL 11/21,43785.40707,,
7166976,1,S178,2019,December,,,XKP540695,TotalBlackImpressions,425442,425442,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP540695,TotalColorImpressions,515924,515924,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP542948,TotalBlackImpressions,527784,527784,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP542948,TotalColorImpressions,42071,42071,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP537064,TotalBlackImpressions,15305,15305,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP537064,TotalColorImpressions,20691,20691,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP540692,TotalBlackImpressions,637652,637652,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP540692,TotalColorImpressions,39606,39606,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP543178,TotalBlackImpressions,235383,235383,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP543178,TotalColorImpressions,10509,10509,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP540664,TotalBlackImpressions,566756,566756,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP540664,TotalColorImpressions,47353,47353,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,AE7147705,TotalBlackImpressions,40073,40073,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,AE7147784,TotalBlackImpressions,19857,19857,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP534526,TotalBlackImpressions,748421,748421,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP534526,TotalColorImpressions,17777,17777,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP533852,TotalColorImpressions,3786,3786,0,,,"Not in use, confirmed in System",,Zero volume confirmed in DDCL 11/21,43785.40752,,
7166976,1,S178,2019,December,,,XKP533820,TotalColorImpressions,40082,40763,681,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP533820,TotalBlackImpressions,575207,580404,5197,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP533722,TotalBlackImpressions,200033,200033,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP533722,TotalColorImpressions,48919,48919,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,AE7147622,TotalBlackImpressions,116611,116611,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP533912,TotalColorImpressions,4212,4305,93,,,,Tactical,High volume confirmed in DDCL 11/21,43785.40681,,
7166976,1,S178,2019,December,,,XKP533918,TotalColorImpressions,51891,52857,966,,,,Tactical,High volume confirmed in DDCL 11/21,43785.41689,,
7166976,1,S178,2019,December,,,XKP527817,TotalBlackImpressions,1047338,1047338,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP527817,TotalColorImpressions,189194,189194,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP531775,TotalBlackImpressions,1629089,1629089,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP531775,TotalColorImpressions,64483,64483,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP535974,TotalBlackImpressions,5379,5379,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP541269,TotalBlackImpressions,1148574,1158802,10228,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP541269,TotalColorImpressions,228336,228952,616,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP543361,TotalBlackImpressions,874380,899931,25551,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP543361,TotalColorImpressions,111588,119944,8356,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,AE7149516,TotalBlackImpressions,43194,43194,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP536000,TotalBlackImpressions,371542,371542,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP536000,TotalColorImpressions,30370,30370,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP535078,TotalBlackImpressions,945714,945714,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP535078,TotalColorImpressions,95505,95505,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP535563,TotalColorImpressions,188729,194521,5792,,,,Tactical,High volume confirmed in DDCL 11/21,43785.41647,,
7166976,1,S178,2019,December,,,XKP536026,TotalBlackImpressions,1129844,1129844,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP536026,TotalColorImpressions,113945,113945,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP535883,TotalBlackImpressions,897077,907667,10590,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP535883,TotalColorImpressions,27642,28576,934,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP535866,TotalBlackImpressions,992968,1126356,133388,,,,Tactical,High volume confirmed in DDCL 11/21,43785.41227,,
7166976,1,S178,2019,December,,,XKP535866,TotalColorImpressions,124993,161420,36427,,,,Tactical,High volume confirmed in DDCL 11/21,43785.41227,,
7166976,1,S178,2019,December,,,XKP535614,TotalBlackImpressions,798030,806290,8260,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP535614,TotalColorImpressions,112382,115899,3517,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP535974,TotalColorImpressions,11181,11181,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP537377,TotalBlackImpressions,1299957,1317526,17569,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP537377,TotalColorImpressions,163817,167955,4138,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP537200,TotalColorImpressions,98873,102022,3149,,,,Tactical,High volume confirmed in DDCL 11/21,43785.67572,,
7166976,1,S178,2019,December,,,XKP537265,TotalBlackImpressions,409120,409120,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP537265,TotalColorImpressions,207109,207109,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP550660,TotalColorImpressions,886,886,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP548596,TotalBlackImpressions,1094254,1094254,0,,,"Not in use, confirmed in System",,Zero volume confirmed in DDCL 11/21,43790,,
7166976,1,S178,2019,December,,,XKP548596,TotalColorImpressions,102142,102142,0,,,"Not in use, confirmed in System",,Zero volume confirmed in DDCL 11/21,43790,,
7166976,1,S178,2019,December,,,XKP557787,TotalBlackImpressions,700086,707014,6928,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP557787,TotalColorImpressions,13898,14005,107,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP552491,TotalBlackImpressions,746583,746583,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP552491,TotalColorImpressions,35862,35862,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP551554,TotalBlackImpressions,2006213,2017033,10820,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP551554,TotalColorImpressions,173415,173415,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP541461,TotalBlackImpressions,498962,517645,18683,,,,Tactical,High volume confirmed in DDCL 11/21,43785.40826,,
7166976,1,S178,2019,December,,,XKP527532,TotalBlackImpressions,256799,256799,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP527532,TotalColorImpressions,15428,15428,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP532808,TotalBlackImpressions,1094595,1094595,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP532808,TotalColorImpressions,20421,20421,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP526023,TotalBlackImpressions,741636,755942,14306,,,,Tactical,High volume confirmed in DDCL 11/21,43776.323,,
7166976,1,S178,2019,December,,,XKP526023,TotalColorImpressions,10284,10884,600,,,,Tactical,High volume confirmed in DDCL 11/21,43776.323,,
7166976,1,S178,2019,December,,,AE7147497,TotalBlackImpressions,14129,14129,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP535850,TotalBlackImpressions,744239,744239,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP535850,TotalColorImpressions,86554,86554,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP535615,TotalBlackImpressions,1375456,1375456,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP535615,TotalColorImpressions,244809,244809,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP536960,TotalBlackImpressions,1050452,1050452,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP536960,TotalColorImpressions,299345,299345,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP535699,TotalBlackImpressions,327382,327382,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP535699,TotalColorImpressions,36548,36548,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP536176,TotalBlackImpressions,264876,264876,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP536176,TotalColorImpressions,21874,21874,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP535887,TotalBlackImpressions,428782,428782,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP539285,TotalColorImpressions,34467,34467,0,,,"Not in use, confirmed in System",,Zero volume confirmed in DDCL 11/21,43785.41513,,
7166976,1,S178,2019,December,,,XKP537681,TotalBlackImpressions,117906,117906,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP537681,TotalColorImpressions,3906,3906,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,AE7150071,TotalBlackImpressions,30658,30658,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP539452,TotalBlackImpressions,486589,486589,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP539452,TotalColorImpressions,45097,45097,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP537932,TotalColorImpressions,88950,90626,1676,,,,Tactical,High volume confirmed in DDCL 11/21,43785.41541,,
7166976,1,S178,2019,December,,,XKP536449,TotalBlackImpressions,1205172,1205172,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP536449,TotalColorImpressions,206356,206356,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP536830,TotalBlackImpressions,583127,589721,6594,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP536830,TotalColorImpressions,31780,33382,1602,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP537085,TotalBlackImpressions,475041,475041,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP541461,TotalColorImpressions,33092,33575,483,,,,Tactical,High volume confirmed in DDCL 11/21,43785.40826,,
7166976,1,S178,2019,December,,,XKP540999,TotalBlackImpressions,754800,754800,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP540999,TotalColorImpressions,67795,67795,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP548005,TotalBlackImpressions,1066542,1075707,9165,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP548005,TotalColorImpressions,196815,202377,5562,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP544574,TotalBlackImpressions,866930,875057,8127,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP544574,TotalColorImpressions,57352,57982,630,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP547886,TotalBlackImpressions,584832,584832,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP547886,TotalColorImpressions,52831,52831,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP538467,TotalColorImpressions,70826,70826,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP538551,TotalBlackImpressions,899503,907930,8427,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP538551,TotalColorImpressions,49366,50142,776,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,AE7149860,TotalBlackImpressions,18146,18146,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,AE7147477,TotalBlackImpressions,41217,41217,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP557673,TotalColorImpressions,49475,49475,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP557467,TotalBlackImpressions,745922,745922,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP557467,TotalColorImpressions,143956,143956,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,PBB024202,TotalColorImpressions,1042589,1042589,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP540551,TotalBlackImpressions,876660,876660,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP540551,TotalColorImpressions,101998,101998,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP540651,TotalBlackImpressions,103306,103306,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP540651,TotalColorImpressions,152785,152785,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP540358,TotalBlackImpressions,485490,485490,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP540358,TotalColorImpressions,21088,21088,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP537316,TotalBlackImpressions,711514,716097,4583,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP537316,TotalColorImpressions,47153,47162,9,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP541554,TotalColorImpressions,41084,41084,0,,,"Not in use, confirmed in System",,Zero volume confirmed in DDCL 11/21,43785.41551,,
7166976,1,S178,2019,December,,,XKP539261,TotalBlackImpressions,1678035,1692885,14850,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP539261,TotalColorImpressions,175085,178400,3315,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,8TB577462,TotalBlackImpressions,37153,38701,1548,,,,DDCL,,43790,,
7166976,1,S178,2019,December,,,XKP532801,TotalColorImpressions,83941,85966,2025,,,,Tactical,High volume confirmed in DDCL 11/21,43781.74653,,
7166976,1,S178,2019,December,,,XKP527828,TotalBlackImpressions,571870,571870,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP527828,TotalColorImpressions,60688,60688,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,AE7147655,TotalBlackImpressions,126472,126472,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP534539,TotalBlackImpressions,476591,491291,14700,,,,Tactical,High volume confirmed in DDCL 11/21,43785.41575,,
7166976,1,S178,2019,December,,,XKP534539,TotalColorImpressions,17251,19188,1937,,,,Tactical,High volume confirmed in DDCL 11/21,43785.41575,,
7166976,1,S178,2019,December,,,AE7147793,TotalBlackImpressions,49877,49877,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP527881,TotalBlackImpressions,671387,678526,7139,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP527881,TotalColorImpressions,154429,157256,2827,,,,MBR/XSM/XRM,,43796,,
7166976,1,S178,2019,December,,,XKP533873,TotalBlackImpressions,373126,373126,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP541347,TotalColorImpressions,11258,11258,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,VMA558597,TotalBlackImpressions,38636,38636,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,VMA558734,TotalBlackImpressions,40941,40941,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,VMA558862,TotalBlackImpressions,26581,26581,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,8TB577462,TotalColorImpressions,31359,33200,1841,,,,DDCL,,43790,,
7166976,1,S178,2019,December,,,XKP542893,TotalBlackImpressions,559239,559239,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP542893,TotalColorImpressions,63041,63041,0,,,No POC available,,Not in sources / IMP1 active / No POC available 11/27,43796,,
7166976,1,S178,2019,December,,,XKP543169,TotalBlackImpressions,785971,797787,11816,,,,MBR/XSM/XRM,,43796,,
